Brnd_Name,Gnrc_Name,HCPCS_Cd,HCPCS_Desc,Year,Tot_Benes,Tot_Clms,Tot_Spndng,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm
TRIVISC,"HYALURONATE SODIUM",J7329,"INJ, TRIVISC 1 MG","2024 (Q1-Q4)",30466,102406,24631438.38,808.4894105,240.527297
TRIVISC,"HYALURONATE SODIUM",J7329,"INJ, TRIVISC 1 MG","2025 (Q1-Q3)",20041,61505,11608199.13,579.2225503,188.735861
"SODIUM HYALURONATE*","HYALURONATE SODIUM*",J7331,"SYNOJOYNT, INJ., 1 MG","2024 (Q1-Q4)",7214,23407,6239601.64,864.9295315,266.5698996
"SODIUM HYALURONATE*","HYALURONATE SODIUM*",J7331,"SYNOJOYNT, INJ., 1 MG","2025 (Q1-Q3)",5472,16399,3322300.52,607.1455629,202.5916532
TRILURON,"HYALURONATE SODIUM",J7332,"INJ., TRILURON, 1 MG","2024 (Q1-Q4)",11209,39187,10696785.74,954.3033045,272.9677123
TRILURON,"HYALURONATE SODIUM",J7332,"INJ., TRILURON, 1 MG","2025 (Q1-Q3)",10133,31815,8551648.49,843.9404411,268.7929747
QUTENZA,CAPSAICIN,J7336,"CAPSAICIN 8% PATCH","2024 (Q1-Q4)",5276,9161,29560833.41,5602.887303,3226.812947
QUTENZA,CAPSAICIN,J7336,"CAPSAICIN 8% PATCH","2025 (Q1-Q3)",4889,8021,26422605.75,5404.501074,3294.1785
DUOPA,CARBIDOPA,J7340,"CARBIDOPA LEVODOPA ENT 100ML","2024 (Q1-Q4)",687,7043,52875940.23,76966.43411,7507.587708
DUOPA,CARBIDOPA,J7340,"CARBIDOPA LEVODOPA ENT 100ML","2025 (Q1-Q3)",558,4470,34808821.98,62381.4014,7787.208497
AMELUZ,"AMINOLEVULINIC ACID HCL",J7345,"AMINOLEVULINIC ACID, 10% GEL","2024 (Q1-Q4)",30906,48460,16013876.79,518.1478286,330.4555673
AMELUZ,"AMINOLEVULINIC ACID HCL",J7345,"AMINOLEVULINIC ACID, 10% GEL","2025 (Q1-Q3)",25363,37916,13376521.38,527.4029642,352.79358
DURYSTA,BIMATOPROST,J7351,"INJ BIMATOPROST ITC IMP1MCG","2024 (Q1-Q4)",6292,10011,20706934.71,3290.994073,2068.418211
DURYSTA,BIMATOPROST,J7351,"INJ BIMATOPROST ITC IMP1MCG","2025 (Q1-Q3)",5034,7901,16727907.16,3322.985133,2117.188604
YCANTH,CANTHARIDIN,J7354,"CANTHARIDIN TOP, APPLICATOR","2024 (Q1-Q4)",16,27,30374.23,1898.389375,1124.971482
YCANTH,CANTHARIDIN,J7354,"CANTHARIDIN TOP, APPLICATOR","2025 (Q1-Q3)",15,20,10259.49,683.966,512.9745
"IDOSE TR",TRAVOPROST,J7355,"INJ TRAVOPROST INTRA IMPL","2024 (Q1-Q4)",947,1432,20371598.57,21511.71972,14225.97666
"IDOSE TR",TRAVOPROST,J7355,"INJ TRAVOPROST INTRA IMPL","2025 (Q1-Q3)",3435,5351,76644820.08,22312.9025,14323.45731
VYALEV,FOSCARBIDOPA,J7356,"INJ FOSCARB/FOSLEVODOPA 5 MG","2025 (Q1-Q3)",916,1812,20706128.87,22604.94418,11427.22344
SINUVA,"MOMETASONE FUROATE",J7402,"MOMETASONE SINUS SINUVA","2024 (Q1-Q4)",56,68,150533.19,2688.092679,2213.723382
SINUVA,"MOMETASONE FUROATE",J7402,"MOMETASONE SINUS SINUVA","2025 (Q1-Q3)",34,37,94546.32,2780.774118,2555.305946
AZASAN*,AZATHIOPRINE*,J7500,"AZATHIOPRINE ORAL 50MG","2024 (Q1-Q4)",4021,32678,2831318.08,704.1328227,86.64294265
AZASAN*,AZATHIOPRINE*,J7500,"AZATHIOPRINE ORAL 50MG","2025 (Q1-Q3)",3701,23573,1537034.48,415.3024804,65.20317652
"CYCLOSPORINE MODIFIED(J7502)*","CYCLOSPORINE, MODIFIED*",J7502,"CYCLOSPORINE ORAL 100 MG","2024 (Q1-Q4)",2439,17829,2436532.79,998.9884338,136.6612143
"CYCLOSPORINE MODIFIED(J7502)*","CYCLOSPORINE, MODIFIED*",J7502,"CYCLOSPORINE ORAL 100 MG","2025 (Q1-Q3)",2160,12793,1670045.99,773.1694398,130.5437341
"ENVARSUS XR",TACROLIMUS,J7503,"TACROL ENVARSUS EX REL ORAL","2024 (Q1-Q4)",15744,170993,120201541.8,7634.7524,702.9617691
"ENVARSUS XR",TACROLIMUS,J7503,"TACROL ENVARSUS EX REL ORAL","2025 (Q1-Q3)",15425,122232,97378918.42,6313.05792,796.6728714
PROGRAF(J7507)*,TACROLIMUS*,J7507,"TACROLIMUS IMME REL ORAL 1MG","2024 (Q1-Q4)",69193,656599,18119796.23,261.8732564,27.59644201
PROGRAF(J7507)*,TACROLIMUS*,J7507,"TACROLIMUS IMME REL ORAL 1MG","2025 (Q1-Q3)",64082,475435,9354115.68,145.9710321,19.67485709
"ASTAGRAF XL",TACROLIMUS,J7508,"TACROL ASTAGRAF EX REL ORAL","2024 (Q1-Q4)",472,4894,2612579.17,5535.12536,533.8330956
"ASTAGRAF XL",TACROLIMUS,J7508,"TACROL ASTAGRAF EX REL ORAL","2025 (Q1-Q3)",427,3321,1777134.34,4161.907119,535.1202469
MEDROL*,METHYLPREDNISOLONE*,J7509,"METHYLPREDNISOLONE ORAL","2024 (Q1-Q4)",99,663,4907.04,49.56606061,7.401266968
MEDROL*,METHYLPREDNISOLONE*,J7509,"METHYLPREDNISOLONE ORAL","2025 (Q1-Q3)",72,418,3282.43,45.58930556,7.852703349
"PREDNISOLONE SODIUM PHOSPHATE*","PREDNISOLONE SODIUM PHOSPHATE*",J7510,"PREDNISOLONE ORAL PER 5 MG","2024 (Q1-Q4)",397,2923,10315.41,25.9834005,3.529048922
"PREDNISOLONE SODIUM PHOSPHATE*","PREDNISOLONE SODIUM PHOSPHATE*",J7510,"PREDNISOLONE ORAL PER 5 MG","2025 (Q1-Q3)",301,1490,6976.63,23.17817276,4.682302013
THYMOGLOBULIN,"ANTI-THYMOCYTE GLOBULIN,RABBIT",J7511,"ANTITHYMOCYTE GLOBULN RABBIT","2024 (Q1-Q4)",217,325,1399963.54,6451.444885,4307.580123
THYMOGLOBULIN,"ANTI-THYMOCYTE GLOBULIN,RABBIT",J7511,"ANTITHYMOCYTE GLOBULN RABBIT","2025 (Q1-Q3)",169,240,1028492.97,6085.757219,4285.387375
"PREDNISONE INTENSOL*",PREDNISONE*,J7512,"PREDNISONE IR OR DR ORAL 1MG","2024 (Q1-Q4)",44649,332330,363088.06,8.132053574,1.092552764
"PREDNISONE INTENSOL*",PREDNISONE*,J7512,"PREDNISONE IR OR DR ORAL 1MG","2025 (Q1-Q3)",40277,239004,180525.24,4.482092509,0.755323091
"CYCLOSPORINE MODIFIED(J7515)*","CYCLOSPORINE, MODIFIED*",J7515,"CYCLOSPORINE ORAL 25 MG","2024 (Q1-Q4)",5685,48538,5714124.69,1005.123077,117.724766
"CYCLOSPORINE MODIFIED(J7515)*","CYCLOSPORINE, MODIFIED*",J7515,"CYCLOSPORINE ORAL 25 MG","2025 (Q1-Q3)",5187,34632,3913979.21,754.5747465,113.0162627
CELLCEPT(J7517)*,"MYCOPHENOLATE MOFETIL*",J7517,"MYCOPHENOLATE MOFETIL ORAL","2024 (Q1-Q4)",42880,354943,9125916.74,212.8245508,25.71093595
CELLCEPT(J7517)*,"MYCOPHENOLATE MOFETIL*",J7517,"MYCOPHENOLATE MOFETIL ORAL","2025 (Q1-Q3)",38911,252653,5723744.02,147.0983532,22.65456583
"MYCOPHENOLIC ACID*","MYCOPHENOLATE SODIUM*",J7518,"MYCOPHENOLIC ACID","2024 (Q1-Q4)",31029,262930,17895380.64,576.7308208,68.06138759
"MYCOPHENOLIC ACID*","MYCOPHENOLATE SODIUM*",J7518,"MYCOPHENOLIC ACID","2025 (Q1-Q3)",29719,199444,11865225.89,399.2471446,59.49151586
CELLCEPT(J7519)*,"MYCOPHENOLATE MOFETIL HCL*",J7519,"INJ. MYCOPHENOLATE MOFETIL","2024 (Q1-Q4)",24,27,4305.88,179.4116667,159.477037
RAPAMUNE*,SIROLIMUS*,J7520,"SIROLIMUS, ORAL","2024 (Q1-Q4)",6018,52701,4387168.66,729.0077534,83.24640254
RAPAMUNE*,SIROLIMUS*,J7520,"SIROLIMUS, ORAL","2025 (Q1-Q3)",5743,39378,1861189.49,324.0796605,47.26470339
PROGRAF(J7521),TACROLIMUS,J7521,"TACROLIM GRANULES ORAL SUSP","2025 (Q1-Q3)",77,285,120362.14,1563.144675,422.3232983
PROGRAF(J7525),TACROLIMUS,J7525,"TACROLIMUS INJECTION","2024 (Q1-Q4)",27,70,28841.44,1068.201482,412.0205714
PROGRAF(J7525),TACROLIMUS,J7525,"TACROLIMUS INJECTION","2025 (Q1-Q3)",26,91,43974.68,1691.333846,483.2382418
EVEROLIMUS*,EVEROLIMUS*,J7527,"ORAL EVEROLIMUS","2024 (Q1-Q4)",2475,21762,12481158.96,5042.892509,573.5299586
EVEROLIMUS*,EVEROLIMUS*,J7527,"ORAL EVEROLIMUS","2025 (Q1-Q3)",2451,16953,8818251.32,3597.817756,520.1587518
OHTUVAYRE,ENSIFENTRINE,J7601,"ENSIFENTRINE INH 3 MG","2025 (Q1-Q3)",14936,53909,165769674.5,11098.66594,3074.990716
"ARFORMOTEROL TARTRATE*","ARFORMOTEROL TARTRATE*",J7605,"ARFORMOTEROL NON-COMP UNIT","2024 (Q1-Q4)",32863,207116,19290072.6,586.9845297,93.13656405
"ARFORMOTEROL TARTRATE*","ARFORMOTEROL TARTRATE*",J7605,"ARFORMOTEROL NON-COMP UNIT","2025 (Q1-Q3)",28842,143518,6481507.59,224.7246235,45.16163541
"FORMOTEROL FUMARATE*","FORMOTEROL FUMARATE*",J7606,"FORMOTEROL FUMARATE, INH","2024 (Q1-Q4)",25958,157184,30614886.57,1179.400823,194.7710109
"FORMOTEROL FUMARATE*","FORMOTEROL FUMARATE*",J7606,"FORMOTEROL FUMARATE, INH","2025 (Q1-Q3)",22561,109040,11897071.67,527.3290931,109.1074071
ACETYLCYSTEINE,ACETYLCYSTEINE,J7608,"ACETYLCYSTEINE NON-COMP UNIT","2024 (Q1-Q4)",3116,9992,2343146.74,751.972638,234.5022758
ACETYLCYSTEINE,ACETYLCYSTEINE,J7608,"ACETYLCYSTEINE NON-COMP UNIT","2025 (Q1-Q3)",2825,7963,1918804.48,679.2228248,240.9650232
"ALBUTEROL SULFATE(J7611)","ALBUTEROL SULFATE",J7611,"ALBUTEROL NON-COMP CON","2024 (Q1-Q4)",7079,8469,52401.58,7.402398644,6.187457787
"ALBUTEROL SULFATE(J7611)","ALBUTEROL SULFATE",J7611,"ALBUTEROL NON-COMP CON","2025 (Q1-Q3)",5262,6267,44816.34,8.516978335,7.151163236
"LEVALBUTEROL CONCENTRATE*","LEVALBUTEROL HCL*",J7612,"LEVALBUTEROL NON-COMP CON","2024 (Q1-Q4)",832,1121,47482.95,57.07085337,42.35767172
"LEVALBUTEROL CONCENTRATE*","LEVALBUTEROL HCL*",J7612,"LEVALBUTEROL NON-COMP CON","2025 (Q1-Q3)",548,782,37859.2,69.08613139,48.41329923
"ALBUTEROL SULFATE(J7613)","ALBUTEROL SULFATE",J7613,"ALBUTEROL NON-COMP UNIT","2024 (Q1-Q4)",238305,572896,5545241.71,23.26951474,9.679316508
"ALBUTEROL SULFATE(J7613)","ALBUTEROL SULFATE",J7613,"ALBUTEROL NON-COMP UNIT","2025 (Q1-Q3)",179120,361080,5368282.85,29.97031515,14.86729492
"ALBUTEROL SULFATE(J7614)*","ALBUTEROL SULFATE*",J7614,"LEVALBUTEROL NON-COMP UNIT","2024 (Q1-Q4)",22093,51486,471186.65,21.32741819,9.151743192
"ALBUTEROL SULFATE(J7614)*","ALBUTEROL SULFATE*",J7614,"LEVALBUTEROL NON-COMP UNIT","2025 (Q1-Q3)",16960,36123,496322.9,29.26432193,13.7398029
IPRATROPIUM-ALBUTEROL,IPRATROPIUM,J7620,"ALBUTEROL IPRATROP NON-COMP","2024 (Q1-Q4)",233942,591699,10316701.57,44.09939887,17.43572588
IPRATROPIUM-ALBUTEROL,IPRATROPIUM,J7620,"ALBUTEROL IPRATROP NON-COMP","2025 (Q1-Q3)",189580,401461,7402733.05,39.04806968,18.43948242
BUDESONIDE*,BUDESONIDE*,J7626,"BUDESONIDE NON-COMP UNIT","2024 (Q1-Q4)",102171,490753,34498529.77,337.6548117,70.29713475
BUDESONIDE*,BUDESONIDE*,J7626,"BUDESONIDE NON-COMP UNIT","2025 (Q1-Q3)",87594,331655,27160538.99,310.0730528,81.89395302
"CROMOLYN SODIUM","CROMOLYN SODIUM",J7631,"CROMOLYN SODIUM NONCOMP UNIT","2024 (Q1-Q4)",316,1051,147003.55,465.2011076,139.8701713
"CROMOLYN SODIUM","CROMOLYN SODIUM",J7631,"CROMOLYN SODIUM NONCOMP UNIT","2025 (Q1-Q3)",227,611,29056.18,128.000793,47.55512275
PULMOZYME,"DORNASE ALFA",J7639,"DORNASE ALFA NON-COMP UNIT","2024 (Q1-Q4)",893,5634,23228064.51,26011.27045,4122.837151
PULMOZYME,"DORNASE ALFA",J7639,"DORNASE ALFA NON-COMP UNIT","2025 (Q1-Q3)",848,4242,18039988.98,21273.57191,4252.708388
"IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE",J7644,"IPRATROPIUM BROMIDE NON-COMP","2024 (Q1-Q4)",33889,91406,1306692.17,38.55800319,14.29547481
"IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE",J7644,"IPRATROPIUM BROMIDE NON-COMP","2025 (Q1-Q3)",23987,55855,864813.4,36.0534206,15.48318682
PROVOCHOLINE,"METHACHOLINE CHLORIDE",J7674,"METHACHOLINE CHLORIDE, NEB","2024 (Q1-Q4)",1905,1914,75743.29,39.76025722,39.57329676
PROVOCHOLINE,"METHACHOLINE CHLORIDE",J7674,"METHACHOLINE CHLORIDE, NEB","2025 (Q1-Q3)",1290,1297,61913.52,47.99497674,47.73594449
YUPELRI,REVEFENACIN,J7677,"REVEFENACIN INH NON-COM 1MCG","2024 (Q1-Q4)",29245,175818,175078751.5,5986.621696,995.7953765
YUPELRI,REVEFENACIN,J7677,"REVEFENACIN INH NON-COM 1MCG","2025 (Q1-Q3)",26787,129429,137097921.4,5118.076731,1059.251956
BETHKIS*,TOBRAMYCIN*,J7682,"TOBRAMYCIN NON-COMP UNIT","2024 (Q1-Q4)",3533,10777,10153227.17,2873.825975,942.1199935
BETHKIS*,TOBRAMYCIN*,J7682,"TOBRAMYCIN NON-COMP UNIT","2025 (Q1-Q3)",3275,8664,6905984.05,2108.69742,797.0895718
"TYVASO INSTITUTIONAL START KIT*",TREPROSTINIL*,J7686,"TREPROSTINIL, NON-COMP UNIT","2024 (Q1-Q4)",1226,8989,183041731.1,149299.9438,20362.85806
"TYVASO INSTITUTIONAL START KIT*",TREPROSTINIL*,J7686,"TREPROSTINIL, NON-COMP UNIT","2025 (Q1-Q3)",1001,6215,131876933.3,131745.1881,21219.1365
APREPITANT*,APREPITANT*,J8501,"ORAL APREPITANT","2024 (Q1-Q4)","",12,1326.66,"",110.555
CAPECITABINE(J8520)*,CAPECITABINE*,J8520,"CAPECITABINE, ORAL, 150 MG","2024 (Q1-Q4)",2634,7914,134725.93,51.14879651,17.02374653
CAPECITABINE(J8521)*,CAPECITABINE*,J8521,"CAPECITABINE, ORAL, 500 MG","2024 (Q1-Q4)",18026,70661,3508678.49,194.6454283,49.65509248
CAPECITABINE(J8522)*,CAPECITABINE*,J8522,"CAPECITABINE, ORAL, 50 MG","2024 (Q1-Q4)",74,115,4667.95,63.08040541,40.59086957
CAPECITABINE(J8522)*,CAPECITABINE*,J8522,"CAPECITABINE, ORAL, 50 MG","2025 (Q1-Q3)",17324,72874,3325649.38,191.9677546,45.63560913
CYCLOPHOSPHAMIDE(J8530),CYCLOPHOSPHAMIDE,J8530,"CYCLOPHOSPHAMIDE ORAL 25 MG","2024 (Q1-Q4)",2244,8856,450548.56,200.7792157,50.87495032
CYCLOPHOSPHAMIDE(J8530),CYCLOPHOSPHAMIDE,J8530,"CYCLOPHOSPHAMIDE ORAL 25 MG","2025 (Q1-Q3)",1846,6805,541329.59,293.2446316,79.54880088
"DEXAMETHASONE INTENSOL*",DEXAMETHASONE*,J8540,"ORAL DEXAMETHASONE","2024 (Q1-Q4)",25,57,321.53,12.8612,5.640877193
"DEXAMETHASONE INTENSOL*",DEXAMETHASONE*,J8540,"ORAL DEXAMETHASONE","2025 (Q1-Q3)",15,38,176.39,11.75933333,4.641842105
ETOPOSIDE,ETOPOSIDE,J8560,"ETOPOSIDE ORAL 50 MG","2024 (Q1-Q4)",342,999,1193600.35,3490.059503,1194.795145
ETOPOSIDE,ETOPOSIDE,J8560,"ETOPOSIDE ORAL 50 MG","2025 (Q1-Q3)",274,798,857480.95,3129.492518,1074.537531
METHOTREXATE*,"METHOTREXATE SODIUM*",J8610,"METHOTREXATE ORAL 2.5 MG","2024 (Q1-Q4)",115,556,3516.73,30.58026087,6.325053957
METHOTREXATE*,"METHOTREXATE SODIUM*",J8610,"METHOTREXATE ORAL 2.5 MG","2025 (Q1-Q3)",84,329,1618.04,19.26238095,4.918054711
AKYNZEO(J8655),NETUPITANT,J8655,"ORAL NETUPITANT, PALONOSETRO","2024 (Q1-Q4)","",20,7924.48,"",396.224
VARUBI,"ROLAPITANT HCL",J8670,"ROLAPITANT, ORAL, 1MG","2024 (Q1-Q4)",18,32,8967.33,498.185,280.2290625
VARUBI,"ROLAPITANT HCL",J8670,"ROLAPITANT, ORAL, 1MG","2025 (Q1-Q3)","",26,7553.73,"",290.5280769
TEMODAR(J8700)*,TEMOZOLOMIDE*,J8700,TEMOZOLOMIDE,"2024 (Q1-Q4)",5254,25312,1778560.74,338.5155577,70.26551596
TEMODAR(J8700)*,TEMOZOLOMIDE*,J8700,TEMOZOLOMIDE,"2025 (Q1-Q3)",4276,19067,1841906.07,430.7544598,96.60177637
HYCAMTIN(J8705),"TOPOTECAN HCL",J8705,"TOPOTECAN ORAL","2024 (Q1-Q4)",63,243,1560166.35,24764.54524,6420.437654
HYCAMTIN(J8705),"TOPOTECAN HCL",J8705,"TOPOTECAN ORAL","2025 (Q1-Q3)",56,216,1628455.91,29079.56982,7539.147732
ADRIAMYCIN*,"DOXORUBICIN HCL*",J9000,"DOXORUBICIN HCL INJECTION","2024 (Q1-Q4)",5216,20213,546919.88,104.8542715,27.05782813
ADRIAMYCIN*,"DOXORUBICIN HCL*",J9000,"DOXORUBICIN HCL INJECTION","2025 (Q1-Q3)",3899,14280,354547.41,90.93290844,24.82825
"ARSENIC TRIOXIDE*","ARSENIC TRIOXIDE*",J9017,"ARSENIC TRIOXIDE INJECTION","2024 (Q1-Q4)",177,6002,1332464.34,7528.047119,222.0033889
"ARSENIC TRIOXIDE*","ARSENIC TRIOXIDE*",J9017,"ARSENIC TRIOXIDE INJECTION","2025 (Q1-Q3)",133,3707,365089.33,2745.032556,98.48646615
RYLAZE,"ASPARAGINASE ERWINIA-RYWN",J9021,"INJ, ASPARA, RYLAZE, 0.1 MG","2024 (Q1-Q4)","",25,876743.53,"",35069.7412
RYLAZE,"ASPARAGINASE ERWINIA-RYWN",J9021,"INJ, ASPARA, RYLAZE, 0.1 MG","2025 (Q1-Q3)","",28,1013260.15,"",36187.8625
TECENTRIQ,ATEZOLIZUMAB,J9022,"INJ, ATEZOLIZUMAB,10 MG","2024 (Q1-Q4)",10193,63114,678021427.1,66518.33877,10742.80551
TECENTRIQ,ATEZOLIZUMAB,J9022,"INJ, ATEZOLIZUMAB,10 MG","2025 (Q1-Q3)",7392,40530,458797257.1,62066.72851,11319.94219
BAVENCIO,AVELUMAB,J9023,"INJECTION, AVELUMAB, 10 MG","2024 (Q1-Q4)",1062,12222,97968426.91,92248.98956,8015.744306
BAVENCIO,AVELUMAB,J9023,"INJECTION, AVELUMAB, 10 MG","2025 (Q1-Q3)",585,5757,48459592.86,82836.91087,8417.507879
"TECENTRIQ HYBREZA",ATEZOLIZUMAB-HYALURONIDAS-TQJS,J9024,"INJ ATEZOLIZUMB 5MG HYA-TQJS","2025 (Q1-Q3)",248,870,9886079.55,39863.22399,11363.30983
AZACITIDINE*,AZACITIDINE*,J9025,"AZACITIDINE INJECTION","2024 (Q1-Q4)",3475,91176,6133456.68,1765.023505,67.27051724
AZACITIDINE*,AZACITIDINE*,J9025,"AZACITIDINE INJECTION","2025 (Q1-Q3)",2874,64669,3091954.1,1075.8365,47.81199802
IMDELLTRA,TARLATAMAB-DLLE,J9026,"INJ, TARLATAMAB-DLLE, 1 MG","2025 (Q1-Q3)",957,6099,94044692.11,98270.31568,15419.69046
CLOFARABINE*,CLOFARABINE*,J9027,"CLOFARABINE INJECTION","2024 (Q1-Q4)","",16,14560.62,"",910.03875
CLOFARABINE*,CLOFARABINE*,J9027,"CLOFARABINE INJECTION","2025 (Q1-Q3)","",31,16437.42,"",530.2393548
ANKTIVA,"NOGAPENDEKIN ALFA INBAKIC-PMLN",J9028,"INJ, NOGAPENDEKIN PMLN, 1MCG","2025 (Q1-Q3)",163,1023,35892179.16,220197.4182,35085.21912
ADSTILADRIN,"NADOFARAGENE FIRADENOVEC-VNCG",J9029,"INSTILL ADSTILADRIN, TX DOSE","2024 (Q1-Q4)",429,659,42715025.94,99568.82504,64817.94528
ADSTILADRIN,"NADOFARAGENE FIRADENOVEC-VNCG",J9029,"INSTILL ADSTILADRIN, TX DOSE","2025 (Q1-Q3)",772,1243,76991169.31,99729.49393,61939.79832
"BCG (TICE STRAIN)","BCG LIVE",J9030,"BCG LIVE INTRAVESICAL 1MG","2024 (Q1-Q4)",18714,103435,13232160.22,707.0727915,127.9272995
"BCG (TICE STRAIN)","BCG LIVE",J9030,"BCG LIVE INTRAVESICAL 1MG","2025 (Q1-Q3)",15531,76797,10393858.35,669.2330404,135.3419841
BELEODAQ,BELINOSTAT,J9032,"INJECTION, BELINOSTAT, 10MG","2024 (Q1-Q4)",74,1352,13460107.23,181893.341,9955.700614
BELEODAQ,BELINOSTAT,J9032,"INJECTION, BELINOSTAT, 10MG","2025 (Q1-Q3)",56,938,9362239.65,167182.8509,9981.065725
"BENDAMUSTINE HCL(J9033)*","BENDAMUSTINE HCL*",J9033,"INJ, BENDAMUSTINE HCL, 1MG","2024 (Q1-Q4)",926,5432,6525101.82,7046.546242,1201.233767
"BENDAMUSTINE HCL(J9033)*","BENDAMUSTINE HCL*",J9033,"INJ, BENDAMUSTINE HCL, 1MG","2025 (Q1-Q3)",488,2227,711033.45,1457.035758,319.2786035
BENDEKA,"BENDAMUSTINE HCL",J9034,"INJ., BENDEKA 1 MG","2024 (Q1-Q4)",4066,23267,56259815.3,13836.64912,2418.008996
BENDEKA,"BENDAMUSTINE HCL",J9034,"INJ., BENDEKA 1 MG","2025 (Q1-Q3)",3099,16997,39939595.64,12887.89792,2349.80265
AVASTIN,BEVACIZUMAB,J9035,"BEVACIZUMAB INJECTION","2024 (Q1-Q4)",98972,342654,161553338.1,1632.313565,471.4765861
AVASTIN,BEVACIZUMAB,J9035,"BEVACIZUMAB INJECTION","2025 (Q1-Q3)",84750,249861,102205997.3,1205.970469,409.0514217
BELRAPZO*,"BENDAMUSTINE HCL*",J9036,"INJ. BELRAPZO/BENDAMUSTINE","2024 (Q1-Q4)",495,2377,4595287.77,9283.409636,1933.230025
BELRAPZO*,"BENDAMUSTINE HCL*",J9036,"INJ. BELRAPZO/BENDAMUSTINE","2025 (Q1-Q3)",760,4000,8979511.23,11815.14636,2244.877808
NIKTIMVO,AXATILIMAB-CSFR,J9038,"INJ AXATILIMAB-CSFR 0.1 MG","2025 (Q1-Q3)",264,1398,19262036.88,72962.26091,13778.28103
BLINCYTO,BLINATUMOMAB,J9039,"INJECTION, BLINATUMOMAB","2024 (Q1-Q4)",357,3240,86379051.96,241958.1287,26660.20122
BLINCYTO,BLINATUMOMAB,J9039,"INJECTION, BLINATUMOMAB","2025 (Q1-Q3)",319,2594,71769205.52,224981.8355,27667.3884
"BLEOMYCIN SULFATE","BLEOMYCIN SULFATE",J9040,"BLEOMYCIN SULFATE INJECTION","2024 (Q1-Q4)",977,1890,51276.72,52.48384852,27.13053968
"BLEOMYCIN SULFATE","BLEOMYCIN SULFATE",J9040,"BLEOMYCIN SULFATE INJECTION","2025 (Q1-Q3)",691,1300,31258.1,45.23603473,24.04469231
BORTEZOMIB(J9041)*,BORTEZOMIB*,J9041,"INJECTION, BORTEZOMIB, 0.1MG","2024 (Q1-Q4)",15012,192292,13114469.02,873.5990554,68.20080409
BORTEZOMIB(J9041)*,BORTEZOMIB*,J9041,"INJECTION, BORTEZOMIB, 0.1MG","2025 (Q1-Q3)",5030,60132,4299107.44,854.693328,71.49450276
ADCETRIS,"BRENTUXIMAB VEDOTIN",J9042,"BRENTUXIMAB VEDOTIN INJ","2024 (Q1-Q4)",1364,6258,187024616.1,137114.8212,29885.6849
ADCETRIS,"BRENTUXIMAB VEDOTIN",J9042,"BRENTUXIMAB VEDOTIN INJ","2025 (Q1-Q3)",1071,4502,141959315.3,132548.3803,31532.50006
JEVTANA,CABAZITAXEL,J9043,"CABAZITAXEL INJECTION","2024 (Q1-Q4)",2121,8891,112607790,53091.83877,12665.36836
JEVTANA,CABAZITAXEL,J9043,"CABAZITAXEL INJECTION","2025 (Q1-Q3)",1607,6034,80993278.6,50400.29782,13422.81714
CARBOPLATIN*,CARBOPLATIN*,J9045,"CARBOPLATIN INJECTION","2024 (Q1-Q4)",22976,97796,2386898.77,103.8866108,24.40691613
CARBOPLATIN*,CARBOPLATIN*,J9045,"CARBOPLATIN INJECTION","2025 (Q1-Q3)",17257,68699,1367584.19,79.24808426,19.90690097
KYPROLIS,CARFILZOMIB,J9047,"INJECTION, CARFILZOMIB, 1 MG","2024 (Q1-Q4)",5807,79665,396740188.8,68321.02442,4980.106556
KYPROLIS,CARFILZOMIB,J9047,"INJECTION, CARFILZOMIB, 1 MG","2025 (Q1-Q3)",4960,53664,290696735.7,58608.21284,5416.978527
BORTEZOMIB(J9049),BORTEZOMIB,J9049,"INJ, BORTEZOMIB, HOSPIRA","2024 (Q1-Q4)",456,4086,192200.41,421.4921272,47.03876897
BORTEZOMIB(J9049),BORTEZOMIB,J9049,"INJ, BORTEZOMIB, HOSPIRA","2025 (Q1-Q3)",140,1181,42754.21,305.3872143,36.20170195
BICNU*,CARMUSTINE*,J9050,"CARMUSTINE INJECTION","2024 (Q1-Q4)",72,104,147438.17,2047.752361,1417.674712
BICNU*,CARMUSTINE*,J9050,"CARMUSTINE INJECTION","2025 (Q1-Q3)",36,55,41026.71,1139.630833,745.9401818
BORUZU,BORTEZOMIB,J9054,"INJ BORTEZOMIB BORUZU 0.1 MG","2025 (Q1-Q3)",102,517,469959.12,4607.442353,909.0118375
ERBITUX,CETUXIMAB,J9055,"CETUXIMAB INJECTION","2024 (Q1-Q4)",3389,28571,157715287.5,46537.41148,5520.117864
ERBITUX,CETUXIMAB,J9055,"CETUXIMAB INJECTION","2025 (Q1-Q3)",3131,23329,134147067.6,42844.79963,5750.227941
VIVIMUSTA,"BENDAMUSTINE HCL",J9056,"INJ, VIVIMUSTA, 1 MG","2024 (Q1-Q4)",375,2350,11724322.73,31264.86061,4989.073502
VIVIMUSTA,"BENDAMUSTINE HCL",J9056,"INJ, VIVIMUSTA, 1 MG","2025 (Q1-Q3)",367,1952,8672143.8,23629.81962,4442.696619
"BENDAMUSTINE HCL(J9058)","BENDAMUSTINE HCL",J9058,"INJ APOTEX/BENDAMUSTINE 1 MG","2024 (Q1-Q4)",250,1189,3531798.18,14127.19272,2970.39376
